assay,method,mixing_score,purity_score,reduction,ndim,features_ngenes
scVI,scVI,63.11,85.015,scVI_10_200_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_d842bf4c63b8fee2b6d1ade43f654023,60,1000
scVI,scVI,60.77,85.705,scVI_10_200_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1500_d842bf4c63b8fee2b6d1ade43f654023,60,1500
scVI,scVI,58.15,87.2125,scVI_10_200_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.2000_d842bf4c63b8fee2b6d1ade43f654023,60,2000
scVI,scVI,55.08,88.5125,scVI_10_200_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.3000_d842bf4c63b8fee2b6d1ade43f654023,60,3000
scVI,scVI,65.875,80.3725,scVI_10_200_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.500_d842bf4c63b8fee2b6d1ade43f654023,60,500
scVI,scVI,63.68,83.0725,scVI_10_200_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_d842bf4c63b8fee2b6d1ade43f654023,60,750
scVI,scVI,62.47,90.105,scVI_10_80_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
scVI,scVI,60.695,90.3475,scVI_10_80_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
scVI,scVI,58.805,91.04,scVI_10_80_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
scVI,scVI,56.085,87.21,scVI_10_80_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
scVI,scVI,67.87,82.7225,scVI_10_80_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
scVI,scVI,64.92,85.31,scVI_10_80_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
scVI,scVI,65.605,74.2175,scVI_4_200_0.025_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa,50,1000
scVI,scVI,66.575,76.3175,scVI_4_200_0.025_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa,50,750
scVI,scVI,68.57,77.2,scVI_4_200_0.025_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def,90,1000
scVI,scVI,69.63,75.66,scVI_4_200_0.025_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def,90,750
scVI,scVI,64.975,76.715,scVI_5_200_0.025_4_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa,50,1000
scVI,scVI,66.745,78.6025,scVI_5_200_0.025_4_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa,50,750
scVI,scVI,66.305,77.255,scVI_5_200_0.025_4_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def,90,1000
scVI,scVI,67.4,77.065,scVI_5_200_0.025_4_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def,90,750
scVI,scVI,63.19,80.9925,scVI_6_200_0.05_2_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa,50,1000
scVI,scVI,64.875,81.7675,scVI_6_200_0.05_2_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa,50,750
scVI,scVI,64.93,82.52,scVI_6_200_0.05_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def,90,1000
scVI,scVI,66.2,80.0475,scVI_6_200_0.05_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def,90,750
scVI,scVI,61.095,82.0925,scVI_7_200_0.05_3_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa,50,1000
scVI,scVI,62.625,83.6975,scVI_7_200_0.05_3_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa,50,750
scVI,scVI,63.095,83.7675,scVI_7_200_0.05_3_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def,90,1000
scVI,scVI,63.895,82.025,scVI_7_200_0.05_3_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def,90,750
scVI,scVI,59.71,74.58,scVI_8_200_0.05_4_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa,50,1000
scVI,scVI,60.4,78.69,scVI_8_200_0.05_4_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa,50,750
scVI,scVI,59.085,74.055,scVI_8_200_0.05_4_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def,90,1000
scVI,scVI,60.685,73.045,scVI_8_200_0.05_4_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def,90,750
scVI,scVI,62.665,80.9375,scVI_0_250_0.025_2_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_dfa3b5c9881e82eb6e8d35611c8b0a11,50,1000
scVI,scVI,63.86,83.1975,scVI_0_250_0.025_2_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_dfa3b5c9881e82eb6e8d35611c8b0a11,50,750
scVI,scVI,65.27,81.3675,scVI_0_250_0.025_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_53dc42a9846c80b013fb456fe0363b70,90,1000
scVI,scVI,66.32,78.4175,scVI_0_250_0.025_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_53dc42a9846c80b013fb456fe0363b70,90,750
scVI,scVI,62.58,81.6575,scVI_1_250_0.025_3_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_dfa3b5c9881e82eb6e8d35611c8b0a11,50,1000
scVI,scVI,64.09,82.0175,scVI_1_250_0.025_3_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_dfa3b5c9881e82eb6e8d35611c8b0a11,50,750
scVI,scVI,64.26,79.9775,scVI_1_250_0.025_3_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_53dc42a9846c80b013fb456fe0363b70,90,1000
scVI,scVI,65.49,81.14,scVI_1_250_0.025_3_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_53dc42a9846c80b013fb456fe0363b70,90,750
scVI,scVI,64.115,81.2075,scVI_2_250_0.025_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_dfa3b5c9881e82eb6e8d35611c8b0a11,50,1000
scVI,scVI,66,79.3325,scVI_2_250_0.025_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_dfa3b5c9881e82eb6e8d35611c8b0a11,50,750
scVI,scVI,69.07,73.345,scVI_2_250_0.025_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_53dc42a9846c80b013fb456fe0363b70,90,1000
scVI,scVI,69.675,72.01,scVI_2_250_0.025_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_53dc42a9846c80b013fb456fe0363b70,90,750
scVI,scVI,65.85,75.8475,scVI_3_250_0.025_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_dfa3b5c9881e82eb6e8d35611c8b0a11,50,1000
scVI,scVI,67.46,73.9375,scVI_3_250_0.025_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_dfa3b5c9881e82eb6e8d35611c8b0a11,50,750
scVI,scVI,68.97,75.555,scVI_3_250_0.025_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_53dc42a9846c80b013fb456fe0363b70,90,1000
scVI,scVI,69.355,73.545,scVI_3_250_0.025_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_53dc42a9846c80b013fb456fe0363b70,90,750
scVI,scVI,63.025,79.84,scVI_4_300_0.025_2_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_dfa3b5c9881e82eb6e8d35611c8b0a11,50,1000
scVI,scVI,64.68,80.1575,scVI_4_300_0.025_2_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_dfa3b5c9881e82eb6e8d35611c8b0a11,50,750
scVI,scVI,66.22,77.5575,scVI_4_300_0.025_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_53dc42a9846c80b013fb456fe0363b70,90,1000
scVI,scVI,66.68,81.445,scVI_4_300_0.025_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_53dc42a9846c80b013fb456fe0363b70,90,750
scVI,scVI,62.075,82.475,scVI_5_300_0.025_3_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_dfa3b5c9881e82eb6e8d35611c8b0a11,50,1000
scVI,scVI,64.985,80.315,scVI_5_300_0.025_3_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_dfa3b5c9881e82eb6e8d35611c8b0a11,50,750
scVI,scVI,64.23,80.635,scVI_5_300_0.025_3_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_53dc42a9846c80b013fb456fe0363b70,90,1000
scVI,scVI,65.81,83.465,scVI_5_300_0.025_3_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_53dc42a9846c80b013fb456fe0363b70,90,750
scVI,scVI,65.315,78.3,scVI_6_300_0.025_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_dfa3b5c9881e82eb6e8d35611c8b0a11,50,1000
scVI,scVI,66.42,75.775,scVI_6_300_0.025_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_dfa3b5c9881e82eb6e8d35611c8b0a11,50,750
scVI,scVI,68.485,72.7725,scVI_6_300_0.025_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_53dc42a9846c80b013fb456fe0363b70,90,1000
scVI,scVI,69.53,75.41,scVI_6_300_0.025_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_53dc42a9846c80b013fb456fe0363b70,90,750
scVI,scVI,66.345,76.595,scVI_7_300_0.025_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_dfa3b5c9881e82eb6e8d35611c8b0a11,50,1000
scVI,scVI,67.355,78.455,scVI_7_300_0.025_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_dfa3b5c9881e82eb6e8d35611c8b0a11,50,750
scVI,scVI,68.69,78.0475,scVI_7_300_0.025_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_53dc42a9846c80b013fb456fe0363b70,90,1000
scVI,scVI,70.39,79.8225,scVI_7_300_0.025_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_53dc42a9846c80b013fb456fe0363b70,90,750
scVI,scVI,60.905,86.805,scVI_16_40_0.1_2_256_gene_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,58.73,88.6425,scVI_16_40_0.1_2_256_gene_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,61.705,85.0825,scVI_16_40_0.1_2_256_gene_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,63.3,84.0125,scVI_17_40_0.1_2_256_gene_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,61.38,85.02,scVI_17_40_0.1_2_256_gene_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,65.115,85.7,scVI_17_40_0.1_2_256_gene_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,58.05,87.8275,scVI_18_20_0.1_2_256_gene-batch_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,55.725,93.25,scVI_18_20_0.1_2_256_gene-batch_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,59.695,89.5325,scVI_18_20_0.1_2_256_gene-batch_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,59.665,88.385,scVI_19_20_0.1_2_256_gene-batch_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,56.945,88.035,scVI_19_20_0.1_2_256_gene-batch_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,61.825,86.0575,scVI_19_20_0.1_2_256_gene-batch_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,59.94,87.455,scVI_2_30_0.1_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,56.525,89.5,scVI_2_30_0.1_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,61.42,86.825,scVI_2_30_0.1_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,58.98,90.7825,scVI_20_30_0.1_2_256_gene-batch_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,55.85,92.13,scVI_20_30_0.1_2_256_gene-batch_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,61.29,87.9725,scVI_20_30_0.1_2_256_gene-batch_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,62.035,87.89,scVI_21_30_0.1_2_256_gene-batch_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,59.21,88.9175,scVI_21_30_0.1_2_256_gene-batch_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,62.46,83.645,scVI_21_30_0.1_2_256_gene-batch_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,61.805,88.1325,scVI_22_40_0.1_2_256_gene-batch_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,57.67,90.69,scVI_22_40_0.1_2_256_gene-batch_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,61.865,86.725,scVI_22_40_0.1_2_256_gene-batch_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,64.805,84.9675,scVI_23_40_0.1_2_256_gene-batch_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,60.06,87.9,scVI_23_40_0.1_2_256_gene-batch_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,65.26,83.2325,scVI_23_40_0.1_2_256_gene-batch_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,62.925,85.205,scVI_3_30_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,59.11,87.66,scVI_3_30_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,63.97,85.3525,scVI_3_30_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,61,89.21,scVI_4_40_0.1_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,58.44,88.485,scVI_4_40_0.1_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,62.385,87.8725,scVI_4_40_0.1_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,62.97,87.0175,scVI_5_40_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,61.05,85.9525,scVI_5_40_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,65.945,84.305,scVI_5_40_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,57.69,91.1475,scVI_6_20_0.1_2_256_gene-batch_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,55.005,89.8025,scVI_6_20_0.1_2_256_gene-batch_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,59.13,88.4725,scVI_6_20_0.1_2_256_gene-batch_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,60.135,86.5825,scVI_7_20_0.1_2_256_gene-batch_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,58.21,88.3125,scVI_7_20_0.1_2_256_gene-batch_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,61.295,85.4225,scVI_7_20_0.1_2_256_gene-batch_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,59.72,88.915,scVI_8_30_0.1_2_256_gene-batch_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,56.155,90.335,scVI_8_30_0.1_2_256_gene-batch_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,61.065,87.0025,scVI_8_30_0.1_2_256_gene-batch_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,62.365,87.325,scVI_9_30_0.1_2_256_gene-batch_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,60.35,88.1475,scVI_9_30_0.1_2_256_gene-batch_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,63.445,84.355,scVI_9_30_0.1_2_256_gene-batch_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,57.52,87.09,scVI_0_20_0.1_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,53.34,91.7525,scVI_0_20_0.1_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,58.28,89.8975,scVI_0_20_0.1_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,59.54,86.4625,scVI_1_20_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,57.34,89.265,scVI_1_20_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,60.595,86.0425,scVI_1_20_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,61.065,85.5975,scVI_10_40_0.1_2_256_gene-batch_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,57.56,88.2025,scVI_10_40_0.1_2_256_gene-batch_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,62.04,85.61,scVI_10_40_0.1_2_256_gene-batch_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,63.595,85.285,scVI_11_40_0.1_2_256_gene-batch_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,60.27,88.55,scVI_11_40_0.1_2_256_gene-batch_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,65.405,85.1025,scVI_11_40_0.1_2_256_gene-batch_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,57.35,88.03,scVI_12_20_0.1_2_256_gene_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,52.565,89.385,scVI_12_20_0.1_2_256_gene_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,58.42,87.3125,scVI_12_20_0.1_2_256_gene_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,60.315,85.3625,scVI_13_20_0.1_2_256_gene_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,56.33,88.215,scVI_13_20_0.1_2_256_gene_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,60.6,89.5,scVI_13_20_0.1_2_256_gene_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,59.64,87.8775,scVI_14_30_0.1_2_256_gene_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,50,1000
scVI,scVI,55.78,89.4725,scVI_14_30_0.1_2_256_gene_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,50,1500
scVI,scVI,61.09,85.415,scVI_14_30_0.1_2_256_gene_nb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,50,750
scVI,scVI,62,85.6425,scVI_15_30_0.1_2_256_gene_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_50d648c369f3449ee855848783a37a31,80,1000
scVI,scVI,59.275,88.0775,scVI_15_30_0.1_2_256_gene_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_50d648c369f3449ee855848783a37a31,80,1500
scVI,scVI,63.335,88.2375,scVI_15_30_0.1_2_256_gene_nb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_50d648c369f3449ee855848783a37a31,80,750
scVI,scVI,65.255,84.7175,scVI_15_200_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
scVI,scVI,62.745,83.685,scVI_15_200_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
scVI,scVI,60.645,85.8825,scVI_15_200_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
scVI,scVI,59.26,90.0325,scVI_15_200_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
scVI,scVI,69.01,78.9175,scVI_15_200_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
scVI,scVI,66.43,83.8125,scVI_15_200_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
